ResponseId,Q,A.Code,B.Code,Winner,Loser
R_24IAat95tz832LX,198,Peanuts,Oysters,Peanuts,Oysters
R_6WHkcTAnTu51lOV,198,Peanuts,Oysters,Peanuts,Oysters
R_2sbBHCSUsaf4TuQ,199,Pasta,Brownies,Pasta,Brownies
R_6WHkcTAnTu51lOV,200,Tomato,Sweet potatoes,Sweet potatoes,Tomato
R_1Cj8aNlBXSWK7X8,200,Tomato,Sweet potatoes,Tomato,Sweet potatoes
R_tEP3YRZbE6jUXdL,201,Chicken nugges,Coconut,Chicken nugges,Coconut
R_1eXhwYOBWSP0WwH,202,Tomato,Grapes,Tomato,Grapes
R_2rwFg9Pb5PAMNsw,203,Soup,Baked beans,Soup,Baked beans
R_VHWJZ9JcNVT1SFz,203,Soup,Baked beans,Soup,Baked beans
R_3CJEOmprJg9Qngp,204,Sushi,Fried eggs,Sushi,Fried eggs
R_1Cj8aNlBXSWK7X8,204,Sushi,Fried eggs,Fried eggs,Sushi
R_1eXhwYOBWSP0WwH,204,Sushi,Fried eggs,Sushi,Fried eggs
R_3EGCQt2M8RV3Rjm,204,Sushi,Fried eggs,Sushi,Fried eggs
R_2sbBHCSUsaf4TuQ,206,Onion rings,Corn,Onion rings,Corn
R_6WHkcTAnTu51lOV,208,Blue cheese,Oysters,Blue cheese,Oysters
R_24IAat95tz832LX,208,Blue cheese,Oysters,Oysters,Blue cheese
R_1ogPKzOXNF7qE4F,208,Blue cheese,Oysters,Blue cheese,Oysters
R_3FUm7IbWfWfUSWv,208,Blue cheese,Oysters,Blue cheese,Oysters
R_3CJEOmprJg9Qngp,209,Bread,Pulled pork,Pulled pork,Bread
R_Xn5bd0RUvf9hWj7,211,Roast chicken,Burrito,Burrito,Roast chicken
R_1Cj8aNlBXSWK7X8,211,Roast chicken,Burrito,Roast chicken,Burrito
R_3FUm7IbWfWfUSWv,212,Grapes,Baked potato,Grapes,Baked potato
R_2D5hdzKSoMrJ9ik,213,Steak,Marmite/vegemite,Steak,Marmite/vegemite
R_1ogPKzOXNF7qE4F,213,Steak,Marmite/vegemite,Steak,Marmite/vegemite
R_2sbBHCSUsaf4TuQ,213,Steak,Marmite/vegemite,Steak,Marmite/vegemite
R_1ogPKzOXNF7qE4F,214,Oysters,Chicken nugges,Chicken nugges,Oysters
R_2rwFg9Pb5PAMNsw,214,Oysters,Chicken nugges,Chicken nugges,Oysters
R_2rwFg9Pb5PAMNsw,215,Apple,Sweet potatoes,Apple,Sweet potatoes
R_1RKRv5qLSzXtwHv,215,Apple,Sweet potatoes,Apple,Sweet potatoes
R_2D5hdzKSoMrJ9ik,216,Courgette,Spinach,Spinach,Courgette
R_6WHkcTAnTu51lOV,217,Milk chocolate,Pepperoni,Milk chocolate,Pepperoni
R_11ipYPz7zgMPsY6,218,Milk chocolate,Yogurt,Milk chocolate,Yogurt
R_2rwFg9Pb5PAMNsw,218,Milk chocolate,Yogurt,Milk chocolate,Yogurt
R_VHWJZ9JcNVT1SFz,221,Scrambled egg,Bacon,Scrambled egg,Bacon
R_24IAat95tz832LX,221,Scrambled egg,Bacon,Bacon,Scrambled egg
R_6WHkcTAnTu51lOV,222,Steak,Sausage,Sausage,Steak
R_tEP3YRZbE6jUXdL,222,Steak,Sausage,Steak,Sausage
R_1Cj8aNlBXSWK7X8,222,Steak,Sausage,Steak,Sausage
R_3EGCQt2M8RV3Rjm,223,Yogurt,Steak,Steak,Yogurt
R_Xn5bd0RUvf9hWj7,224,Victoria sponge cake,Apple pie,Victoria sponge cake,Apple pie
R_3FUm7IbWfWfUSWv,224,Victoria sponge cake,Apple pie,Victoria sponge cake,Apple pie
R_VHWJZ9JcNVT1SFz,225,Burger,Milk,Burger,Milk
R_tEP3YRZbE6jUXdL,225,Burger,Milk,Burger,Milk
R_2sbBHCSUsaf4TuQ,226,Pizza,Honey,Pizza,Honey
R_11ipYPz7zgMPsY6,226,Pizza,Honey,Pizza,Honey
R_tEP3YRZbE6jUXdL,226,Pizza,Honey,Pizza,Honey
R_Xn5bd0RUvf9hWj7,226,Pizza,Honey,Pizza,Honey
R_1Cj8aNlBXSWK7X8,228,Sprouts,Pasta,Pasta,Sprouts
R_2rwFg9Pb5PAMNsw,229,Pepperoni,Raspberries,Pepperoni,Raspberries
R_3CJEOmprJg9Qngp,229,Pepperoni,Raspberries,Pepperoni,Raspberries
R_2rwFg9Pb5PAMNsw,230,Chips/fries,Peach,Peach,Chips/fries
R_11ipYPz7zgMPsY6,230,Chips/fries,Peach,Peach,Chips/fries
R_1ogPKzOXNF7qE4F,231,Oysters,Tacos,Tacos,Oysters
R_3FUm7IbWfWfUSWv,231,Oysters,Tacos,Tacos,Oysters
R_Xn5bd0RUvf9hWj7,231,Oysters,Tacos,Tacos,Oysters
R_22G1pn30ere3rAm,231,Oysters,Tacos,Tacos,Oysters
R_22G1pn30ere3rAm,232,Oysters,Prawns,Oysters,Prawns
R_tEP3YRZbE6jUXdL,233,Kiwi,Pizza,Pizza,Kiwi
R_1RKRv5qLSzXtwHv,233,Kiwi,Pizza,Pizza,Kiwi
R_1ogPKzOXNF7qE4F,234,Noodles,Donuts,Donuts,Noodles
R_24IAat95tz832LX,234,Noodles,Donuts,Noodles,Donuts
R_1ogPKzOXNF7qE4F,237,Burrito,Prawns,Burrito,Prawns
R_3FUm7IbWfWfUSWv,237,Burrito,Prawns,Burrito,Prawns
R_1eXhwYOBWSP0WwH,238,Croissant,Kiwi,Croissant,Kiwi
R_2sbBHCSUsaf4TuQ,239,Tacos,Yogurt,Tacos,Yogurt
R_22G1pn30ere3rAm,240,Sweet potatoes,Marmite/vegemite,Sweet potatoes,Marmite/vegemite
R_tEP3YRZbE6jUXdL,240,Sweet potatoes,Marmite/vegemite,Sweet potatoes,Marmite/vegemite
R_6WHkcTAnTu51lOV,241,Marmite/vegemite,Peach,Marmite/vegemite,Peach
R_2D5hdzKSoMrJ9ik,242,Tomato,Lamb,Lamb,Tomato
R_1RKRv5qLSzXtwHv,243,Donuts,Bacon,Donuts,Bacon
R_2D5hdzKSoMrJ9ik,245,Sprouts,Gingerbread,Gingerbread,Sprouts
R_Xn5bd0RUvf9hWj7,246,Sweet potatoes,Honey,Sweet potatoes,Honey
R_11ipYPz7zgMPsY6,248,Burger,Oysters,Burger,Oysters
R_22G1pn30ere3rAm,248,Burger,Oysters,Burger,Oysters
R_11ipYPz7zgMPsY6,249,Peanuts,Courgette,Peanuts,Courgette
R_1eXhwYOBWSP0WwH,252,Hummus,Victoria sponge cake,Victoria sponge cake,Hummus
R_1Cj8aNlBXSWK7X8,252,Hummus,Victoria sponge cake,Victoria sponge cake,Hummus
R_1RKRv5qLSzXtwHv,253,Crepes,Chocolate chip muffin,Chocolate chip muffin,Crepes
R_3FUm7IbWfWfUSWv,254,Falafel,Pizza,Pizza,Falafel
R_6WHkcTAnTu51lOV,254,Falafel,Pizza,Pizza,Falafel
R_2sbBHCSUsaf4TuQ,254,Falafel,Pizza,Pizza,Falafel
R_3FUm7IbWfWfUSWv,256,Brocolli,Raspberries,Raspberries,Brocolli
R_VHWJZ9JcNVT1SFz,256,Brocolli,Raspberries,Raspberries,Brocolli
R_1RKRv5qLSzXtwHv,256,Brocolli,Raspberries,Raspberries,Brocolli
R_3FUm7IbWfWfUSWv,257,Pasta,Butternut squash,Pasta,Butternut squash
R_1Cj8aNlBXSWK7X8,258,Rice,Roast chicken,Roast chicken,Rice
R_tEP3YRZbE6jUXdL,258,Rice,Roast chicken,Roast chicken,Rice
R_2D5hdzKSoMrJ9ik,258,Rice,Roast chicken,Roast chicken,Rice
R_3CJEOmprJg9Qngp,258,Rice,Roast chicken,Rice,Roast chicken
R_3EGCQt2M8RV3Rjm,259,Kiwi,Mango,Kiwi,Mango
R_3CJEOmprJg9Qngp,259,Kiwi,Mango,Kiwi,Mango
R_1RKRv5qLSzXtwHv,260,Blueberries,Bacon,Bacon,Blueberries
R_Xn5bd0RUvf9hWj7,261,Noodles,Cheddar cheese,Cheddar cheese,Noodles
R_VHWJZ9JcNVT1SFz,261,Noodles,Cheddar cheese,Cheddar cheese,Noodles
R_1ogPKzOXNF7qE4F,262,Brocolli,Mac n cheese,Mac n cheese,Brocolli
R_2rwFg9Pb5PAMNsw,262,Brocolli,Mac n cheese,Mac n cheese,Brocolli
R_1eXhwYOBWSP0WwH,262,Brocolli,Mac n cheese,Mac n cheese,Brocolli
R_Xn5bd0RUvf9hWj7,263,Cookies/biscuits,Blue cheese,Cookies/biscuits,Blue cheese
R_1ogPKzOXNF7qE4F,266,Crisps/chips,Honey,Crisps/chips,Honey
R_2D5hdzKSoMrJ9ik,267,Raspberries,Lamb,Raspberries,Lamb
R_3EGCQt2M8RV3Rjm,267,Raspberries,Lamb,Lamb,Raspberries
R_1eXhwYOBWSP0WwH,268,Rocket/arugula ,Baked beans,Rocket/arugula ,Baked beans
R_2rwFg9Pb5PAMNsw,268,Rocket/arugula ,Baked beans,Rocket/arugula ,Baked beans
R_1Cj8aNlBXSWK7X8,269,Dates,Apple,Dates,Apple
R_6WHkcTAnTu51lOV,269,Dates,Apple,Dates,Apple
R_Xn5bd0RUvf9hWj7,270,Honey,Milk,Milk,Honey
R_1Cj8aNlBXSWK7X8,270,Honey,Milk,Honey,Milk
R_1ogPKzOXNF7qE4F,270,Honey,Milk,Milk,Honey
R_3EGCQt2M8RV3Rjm,271,Baked beans,Fried eggs,Fried eggs,Baked beans
R_2rwFg9Pb5PAMNsw,271,Baked beans,Fried eggs,Fried eggs,Baked beans
R_1Cj8aNlBXSWK7X8,272,Milk,Smoked salmon,Milk,Smoked salmon
R_1RKRv5qLSzXtwHv,273,Gingerbread,Granola,Gingerbread,Granola
R_3EGCQt2M8RV3Rjm,273,Gingerbread,Granola,Gingerbread,Granola
R_3FUm7IbWfWfUSWv,273,Gingerbread,Granola,Gingerbread,Granola
R_24IAat95tz832LX,273,Gingerbread,Granola,Gingerbread,Granola
R_2rwFg9Pb5PAMNsw,275,Boiled egg,Grapes,Boiled egg,Grapes
R_Xn5bd0RUvf9hWj7,276,Brocolli,Kidney beans,Kidney beans,Brocolli
R_1eXhwYOBWSP0WwH,277,Crepes,Kidney beans,Crepes,Kidney beans
R_11ipYPz7zgMPsY6,277,Crepes,Kidney beans,Kidney beans,Crepes
R_1Cj8aNlBXSWK7X8,277,Crepes,Kidney beans,Kidney beans,Crepes
R_3EGCQt2M8RV3Rjm,278,Poached egg,Baked potato,Baked potato,Poached egg
R_1RKRv5qLSzXtwHv,278,Poached egg,Baked potato,Baked potato,Poached egg
R_11ipYPz7zgMPsY6,279,Crisps/chips,Prawns,Crisps/chips,Prawns
R_22G1pn30ere3rAm,280,Pulled pork,Pancakes,Pancakes,Pulled pork
R_1ogPKzOXNF7qE4F,280,Pulled pork,Pancakes,Pancakes,Pulled pork
R_tEP3YRZbE6jUXdL,280,Pulled pork,Pancakes,Pancakes,Pulled pork
R_VHWJZ9JcNVT1SFz,281,Pasta,Honey,Pasta,Honey
R_22G1pn30ere3rAm,281,Pasta,Honey,Pasta,Honey
R_2sbBHCSUsaf4TuQ,282,Raspberries,Orange,Orange,Raspberries
R_1eXhwYOBWSP0WwH,283,Marmite/vegemite,Cashew nuts,Marmite/vegemite,Cashew nuts
R_Xn5bd0RUvf9hWj7,283,Marmite/vegemite,Cashew nuts,Marmite/vegemite,Cashew nuts
R_2D5hdzKSoMrJ9ik,285,Raspberries,Peas,Raspberries,Peas
R_3FUm7IbWfWfUSWv,285,Raspberries,Peas,Raspberries,Peas
R_3CJEOmprJg9Qngp,285,Raspberries,Peas,Raspberries,Peas
R_1RKRv5qLSzXtwHv,286,Brownies,Kiwi,Brownies,Kiwi
R_1ogPKzOXNF7qE4F,286,Brownies,Kiwi,Brownies,Kiwi
R_3EGCQt2M8RV3Rjm,286,Brownies,Kiwi,Brownies,Kiwi
R_Xn5bd0RUvf9hWj7,286,Brownies,Kiwi,Kiwi,Brownies
R_3EGCQt2M8RV3Rjm,287,Honey,Courgette,Honey,Courgette
R_11ipYPz7zgMPsY6,288,Sushi,Blue cheese,Blue cheese,Sushi
R_22G1pn30ere3rAm,288,Sushi,Blue cheese,Blue cheese,Sushi
R_1ogPKzOXNF7qE4F,290,Yogurt,Bread,Yogurt,Bread
R_VHWJZ9JcNVT1SFz,290,Yogurt,Bread,Bread,Yogurt
R_2D5hdzKSoMrJ9ik,291,Ice cream,Blueberries,Ice cream,Blueberries
R_24IAat95tz832LX,291,Ice cream,Blueberries,Blueberries,Ice cream
R_3FUm7IbWfWfUSWv,292,Sprouts,Mango,Mango,Sprouts
R_22G1pn30ere3rAm,292,Sprouts,Mango,Mango,Sprouts
R_1Cj8aNlBXSWK7X8,292,Sprouts,Mango,Mango,Sprouts
R_2sbBHCSUsaf4TuQ,293,Marmite/vegemite,Cabbage,Marmite/vegemite,Cabbage
R_2D5hdzKSoMrJ9ik,293,Marmite/vegemite,Cabbage,Marmite/vegemite,Cabbage
R_3CJEOmprJg9Qngp,294,Sweet potatoes,Cheesecake,Sweet potatoes,Cheesecake
R_tEP3YRZbE6jUXdL,295,Peas,Prawns,Prawns,Peas
R_1Cj8aNlBXSWK7X8,295,Peas,Prawns,Prawns,Peas
R_22G1pn30ere3rAm,295,Peas,Prawns,Peas,Prawns
R_1eXhwYOBWSP0WwH,296,Corn,Mango,Mango,Corn
R_1eXhwYOBWSP0WwH,297,Melon,Onion rings,Onion rings,Melon
R_tEP3YRZbE6jUXdL,298,Sweet potatoes,Gingerbread,Sweet potatoes,Gingerbread
R_11ipYPz7zgMPsY6,300,Onion rings,Yogurt,Yogurt,Onion rings
R_3EGCQt2M8RV3Rjm,302,Scrambled egg,Courgette,Scrambled egg,Courgette
R_1Cj8aNlBXSWK7X8,302,Scrambled egg,Courgette,Courgette,Scrambled egg
R_VHWJZ9JcNVT1SFz,304,Oysters,Pancakes,Pancakes,Oysters
R_3EGCQt2M8RV3Rjm,304,Oysters,Pancakes,Pancakes,Oysters
R_1Cj8aNlBXSWK7X8,305,Avocado,Pancakes,Pancakes,Avocado
R_3CJEOmprJg9Qngp,305,Avocado,Pancakes,Pancakes,Avocado
R_1ogPKzOXNF7qE4F,307,Baked beans,Sushi,Sushi,Baked beans
R_24IAat95tz832LX,307,Baked beans,Sushi,Sushi,Baked beans
R_24IAat95tz832LX,308,Guacamole,Banana,Banana,Guacamole
R_tEP3YRZbE6jUXdL,309,Granola,Rocket/arugula ,Rocket/arugula ,Granola
R_11ipYPz7zgMPsY6,311,Coconut,Smoked salmon,Smoked salmon,Coconut
R_3FUm7IbWfWfUSWv,311,Coconut,Smoked salmon,Smoked salmon,Coconut
R_1eXhwYOBWSP0WwH,312,Milk,Nachos,Milk,Nachos
R_22G1pn30ere3rAm,312,Milk,Nachos,Nachos,Milk
R_2D5hdzKSoMrJ9ik,312,Milk,Nachos,Milk,Nachos
R_3FUm7IbWfWfUSWv,312,Milk,Nachos,Nachos,Milk
R_3EGCQt2M8RV3Rjm,312,Milk,Nachos,Nachos,Milk
R_1eXhwYOBWSP0WwH,313,Baked beans,Pulled pork,Pulled pork,Baked beans
R_11ipYPz7zgMPsY6,313,Baked beans,Pulled pork,Pulled pork,Baked beans
R_2D5hdzKSoMrJ9ik,313,Baked beans,Pulled pork,Pulled pork,Baked beans
R_1RKRv5qLSzXtwHv,314,Pasta,Fried eggs,Pasta,Fried eggs
R_3CJEOmprJg9Qngp,314,Pasta,Fried eggs,Pasta,Fried eggs
R_2sbBHCSUsaf4TuQ,314,Pasta,Fried eggs,Fried eggs,Pasta
R_2rwFg9Pb5PAMNsw,315,Blueberries,Milk chocolate,Milk chocolate,Blueberries
R_6WHkcTAnTu51lOV,316,Cheesecake,Burrito,Burrito,Cheesecake
R_3EGCQt2M8RV3Rjm,316,Cheesecake,Burrito,Burrito,Cheesecake
R_2sbBHCSUsaf4TuQ,317,Soup,Mushroom,Soup,Mushroom
R_6WHkcTAnTu51lOV,317,Soup,Mushroom,Soup,Mushroom
R_1eXhwYOBWSP0WwH,317,Soup,Mushroom,Mushroom,Soup
R_2D5hdzKSoMrJ9ik,317,Soup,Mushroom,Soup,Mushroom
R_22G1pn30ere3rAm,318,Sausage,Peanuts,Sausage,Peanuts
R_1eXhwYOBWSP0WwH,318,Sausage,Peanuts,Peanuts,Sausage
R_VHWJZ9JcNVT1SFz,318,Sausage,Peanuts,Sausage,Peanuts
R_3EGCQt2M8RV3Rjm,318,Sausage,Peanuts,Sausage,Peanuts
R_2rwFg9Pb5PAMNsw,319,Apple pie,Popcorn,Popcorn,Apple pie
R_1Cj8aNlBXSWK7X8,319,Apple pie,Popcorn,Popcorn,Apple pie
R_3FUm7IbWfWfUSWv,319,Apple pie,Popcorn,Apple pie,Popcorn
R_3FUm7IbWfWfUSWv,320,Marmite/vegemite,Sprouts,Marmite/vegemite,Sprouts
R_1Cj8aNlBXSWK7X8,320,Marmite/vegemite,Sprouts,Marmite/vegemite,Sprouts
R_3EGCQt2M8RV3Rjm,321,Ham,Corn,Ham,Corn
R_Xn5bd0RUvf9hWj7,321,Ham,Corn,Ham,Corn
R_1RKRv5qLSzXtwHv,322,Kiwi,Hummus,Kiwi,Hummus
R_3CJEOmprJg9Qngp,322,Kiwi,Hummus,Hummus,Kiwi
R_Xn5bd0RUvf9hWj7,323,Chocolate chip muffin,Rice,Chocolate chip muffin,Rice
R_1RKRv5qLSzXtwHv,323,Chocolate chip muffin,Rice,Chocolate chip muffin,Rice
R_22G1pn30ere3rAm,325,Cabbage,Pizza,Pizza,Cabbage
R_1RKRv5qLSzXtwHv,325,Cabbage,Pizza,Pizza,Cabbage
R_2rwFg9Pb5PAMNsw,325,Cabbage,Pizza,Pizza,Cabbage
R_3FUm7IbWfWfUSWv,326,Yogurt,Melon,Yogurt,Melon
R_2rwFg9Pb5PAMNsw,329,Bread,Rice,Bread,Rice
R_Xn5bd0RUvf9hWj7,329,Bread,Rice,Bread,Rice
R_11ipYPz7zgMPsY6,329,Bread,Rice,Bread,Rice
R_tEP3YRZbE6jUXdL,330,Pepperoni,Sushi,Pepperoni,Sushi
R_22G1pn30ere3rAm,330,Pepperoni,Sushi,Sushi,Pepperoni
R_VHWJZ9JcNVT1SFz,331,Burger,Steak,Burger,Steak
R_3CJEOmprJg9Qngp,331,Burger,Steak,Burger,Steak
R_22G1pn30ere3rAm,332,Donuts,Smoked salmon,Donuts,Smoked salmon
R_1eXhwYOBWSP0WwH,332,Donuts,Smoked salmon,Donuts,Smoked salmon
R_2sbBHCSUsaf4TuQ,333,Milk,Melon,Melon,Milk
R_3FUm7IbWfWfUSWv,333,Milk,Melon,Milk,Melon
R_6WHkcTAnTu51lOV,334,Cheesecake,Orange,Orange,Cheesecake
R_11ipYPz7zgMPsY6,334,Cheesecake,Orange,Cheesecake,Orange
R_2rwFg9Pb5PAMNsw,336,Yogurt,Banana,Banana,Yogurt
R_1eXhwYOBWSP0WwH,336,Yogurt,Banana,Yogurt,Banana
R_tEP3YRZbE6jUXdL,336,Yogurt,Banana,Banana,Yogurt
R_1ogPKzOXNF7qE4F,337,Ham,Roast chicken,Roast chicken,Ham
R_6WHkcTAnTu51lOV,338,Ham,Apple,Ham,Apple
R_1Cj8aNlBXSWK7X8,338,Ham,Apple,Ham,Apple
R_2D5hdzKSoMrJ9ik,338,Ham,Apple,Ham,Apple
R_Xn5bd0RUvf9hWj7,339,Scrambled egg,Cookies/biscuits,Scrambled egg,Cookies/biscuits
R_3CJEOmprJg9Qngp,339,Scrambled egg,Cookies/biscuits,Cookies/biscuits,Scrambled egg
R_3FUm7IbWfWfUSWv,340,Smoked salmon,Orange,Smoked salmon,Orange
R_2sbBHCSUsaf4TuQ,341,Carrot cake,Cheddar cheese,Carrot cake,Cheddar cheese
R_2rwFg9Pb5PAMNsw,341,Carrot cake,Cheddar cheese,Cheddar cheese,Carrot cake
R_24IAat95tz832LX,344,Ice cream,Blue cheese,Ice cream,Blue cheese
R_22G1pn30ere3rAm,345,Guacamole,Melon,Guacamole,Melon
R_Xn5bd0RUvf9hWj7,347,Orange,Dates,Dates,Orange
R_VHWJZ9JcNVT1SFz,347,Orange,Dates,Orange,Dates
R_2D5hdzKSoMrJ9ik,348,Falafel,Kidney beans,Falafel,Kidney beans
R_1ogPKzOXNF7qE4F,349,Burrito,Granola,Burrito,Granola
R_2rwFg9Pb5PAMNsw,350,Aubergine,Courgette,Aubergine,Courgette
R_2sbBHCSUsaf4TuQ,350,Aubergine,Courgette,Aubergine,Courgette
R_1Cj8aNlBXSWK7X8,350,Aubergine,Courgette,Aubergine,Courgette
R_2D5hdzKSoMrJ9ik,351,Roast chicken,Grapes,Roast chicken,Grapes
R_3FUm7IbWfWfUSWv,351,Roast chicken,Grapes,Roast chicken,Grapes
R_3FUm7IbWfWfUSWv,352,Corn,Cod,Cod,Corn
R_2D5hdzKSoMrJ9ik,352,Corn,Cod,Cod,Corn
R_3EGCQt2M8RV3Rjm,353,Cookies/biscuits,Prawns,Cookies/biscuits,Prawns
R_1eXhwYOBWSP0WwH,353,Cookies/biscuits,Prawns,Cookies/biscuits,Prawns
R_2D5hdzKSoMrJ9ik,353,Cookies/biscuits,Prawns,Prawns,Cookies/biscuits
R_6WHkcTAnTu51lOV,353,Cookies/biscuits,Prawns,Cookies/biscuits,Prawns
R_Xn5bd0RUvf9hWj7,353,Cookies/biscuits,Prawns,Cookies/biscuits,Prawns
R_VHWJZ9JcNVT1SFz,354,Poached egg,Crisps/chips,Crisps/chips,Poached egg
R_6WHkcTAnTu51lOV,354,Poached egg,Crisps/chips,Crisps/chips,Poached egg
R_22G1pn30ere3rAm,354,Poached egg,Crisps/chips,Crisps/chips,Poached egg
R_2rwFg9Pb5PAMNsw,354,Poached egg,Crisps/chips,Crisps/chips,Poached egg
R_2D5hdzKSoMrJ9ik,354,Poached egg,Crisps/chips,Crisps/chips,Poached egg
R_2rwFg9Pb5PAMNsw,355,Scrambled egg,Kiwi,Kiwi,Scrambled egg
R_3EGCQt2M8RV3Rjm,355,Scrambled egg,Kiwi,Kiwi,Scrambled egg
R_3FUm7IbWfWfUSWv,355,Scrambled egg,Kiwi,Scrambled egg,Kiwi
R_3FUm7IbWfWfUSWv,356,Burger,Peas,Burger,Peas
R_6WHkcTAnTu51lOV,356,Burger,Peas,Burger,Peas
R_3CJEOmprJg9Qngp,357,Ham,Spinach,Spinach,Ham
R_1Cj8aNlBXSWK7X8,357,Ham,Spinach,Ham,Spinach
R_24IAat95tz832LX,357,Ham,Spinach,Spinach,Ham
R_3EGCQt2M8RV3Rjm,358,Yogurt,Gingerbread,Gingerbread,Yogurt
R_6WHkcTAnTu51lOV,358,Yogurt,Gingerbread,Yogurt,Gingerbread
R_VHWJZ9JcNVT1SFz,359,Onion,Pasta,Pasta,Onion
R_22G1pn30ere3rAm,360,Orange,Croissant,Orange,Croissant
R_tEP3YRZbE6jUXdL,360,Orange,Croissant,Croissant,Orange
R_11ipYPz7zgMPsY6,361,Chips/fries,Baked beans,Chips/fries,Baked beans
R_22G1pn30ere3rAm,361,Chips/fries,Baked beans,Chips/fries,Baked beans
R_24IAat95tz832LX,361,Chips/fries,Baked beans,Chips/fries,Baked beans
R_Xn5bd0RUvf9hWj7,361,Chips/fries,Baked beans,Chips/fries,Baked beans
R_Xn5bd0RUvf9hWj7,363,Smoked salmon,Chicken nugges,Smoked salmon,Chicken nugges
R_24IAat95tz832LX,363,Smoked salmon,Chicken nugges,Chicken nugges,Smoked salmon
R_2rwFg9Pb5PAMNsw,363,Smoked salmon,Chicken nugges,Chicken nugges,Smoked salmon
R_VHWJZ9JcNVT1SFz,363,Smoked salmon,Chicken nugges,Chicken nugges,Smoked salmon
R_Xn5bd0RUvf9hWj7,364,Dates,Chicken nugges,Chicken nugges,Dates
R_3CJEOmprJg9Qngp,365,Carrot cake,Banana,Carrot cake,Banana
R_2rwFg9Pb5PAMNsw,365,Carrot cake,Banana,Banana,Carrot cake
R_1eXhwYOBWSP0WwH,366,Nachos,Burrito,Nachos,Burrito
R_6WHkcTAnTu51lOV,366,Nachos,Burrito,Nachos,Burrito
R_3CJEOmprJg9Qngp,366,Nachos,Burrito,Nachos,Burrito
R_2sbBHCSUsaf4TuQ,367,Cheesecake,Noodles,Cheesecake,Noodles
R_2rwFg9Pb5PAMNsw,368,Coconut,Chocolate chip muffin,Chocolate chip muffin,Coconut
R_1eXhwYOBWSP0WwH,368,Coconut,Chocolate chip muffin,Chocolate chip muffin,Coconut
R_24IAat95tz832LX,368,Coconut,Chocolate chip muffin,Chocolate chip muffin,Coconut
R_3FUm7IbWfWfUSWv,368,Coconut,Chocolate chip muffin,Chocolate chip muffin,Coconut
R_VHWJZ9JcNVT1SFz,369,Hummus,Guacamole,Guacamole,Hummus
R_22G1pn30ere3rAm,369,Hummus,Guacamole,Guacamole,Hummus
R_24IAat95tz832LX,369,Hummus,Guacamole,Guacamole,Hummus
R_1RKRv5qLSzXtwHv,369,Hummus,Guacamole,Guacamole,Hummus
R_Xn5bd0RUvf9hWj7,370,Chips/fries,Blueberries,Blueberries,Chips/fries
R_2sbBHCSUsaf4TuQ,370,Chips/fries,Blueberries,Chips/fries,Blueberries
R_1eXhwYOBWSP0WwH,370,Chips/fries,Blueberries,Chips/fries,Blueberries
R_3CJEOmprJg9Qngp,371,Popcorn,Marmite/vegemite,Marmite/vegemite,Popcorn
R_1ogPKzOXNF7qE4F,371,Popcorn,Marmite/vegemite,Popcorn,Marmite/vegemite
R_1eXhwYOBWSP0WwH,372,Mac n cheese,Popcorn,Mac n cheese,Popcorn
R_1RKRv5qLSzXtwHv,372,Mac n cheese,Popcorn,Mac n cheese,Popcorn
R_Xn5bd0RUvf9hWj7,373,Melon,Cheesecake,Cheesecake,Melon
R_24IAat95tz832LX,373,Melon,Cheesecake,Cheesecake,Melon
R_22G1pn30ere3rAm,373,Melon,Cheesecake,Cheesecake,Melon
R_1eXhwYOBWSP0WwH,375,Roast chicken,Spinach,Roast chicken,Spinach
R_3FUm7IbWfWfUSWv,375,Roast chicken,Spinach,Roast chicken,Spinach
R_1Cj8aNlBXSWK7X8,376,Mushroom,Onion,Mushroom,Onion
R_Xn5bd0RUvf9hWj7,377,Soup,Victoria sponge cake,Victoria sponge cake,Soup
R_11ipYPz7zgMPsY6,378,Blueberries,Apple,Blueberries,Apple
R_tEP3YRZbE6jUXdL,378,Blueberries,Apple,Blueberries,Apple
R_1Cj8aNlBXSWK7X8,379,Cheesecake,Honey,Honey,Cheesecake
R_3CJEOmprJg9Qngp,379,Cheesecake,Honey,Cheesecake,Honey
R_VHWJZ9JcNVT1SFz,379,Cheesecake,Honey,Cheesecake,Honey
R_11ipYPz7zgMPsY6,379,Cheesecake,Honey,Cheesecake,Honey
R_Xn5bd0RUvf9hWj7,380,Pulled pork,Sausage,Sausage,Pulled pork
R_2rwFg9Pb5PAMNsw,380,Pulled pork,Sausage,Pulled pork,Sausage
R_VHWJZ9JcNVT1SFz,381,Onion,Banana,Banana,Onion
R_1ogPKzOXNF7qE4F,381,Onion,Banana,Banana,Onion
R_3EGCQt2M8RV3Rjm,382,Peach,Apple pie,Peach,Apple pie
R_6WHkcTAnTu51lOV,382,Peach,Apple pie,Apple pie,Peach
R_tEP3YRZbE6jUXdL,384,Strawberries,Poached egg,Strawberries,Poached egg
R_3EGCQt2M8RV3Rjm,384,Strawberries,Poached egg,Poached egg,Strawberries
R_22G1pn30ere3rAm,385,Orange,Crepes,Orange,Crepes
R_22G1pn30ere3rAm,386,Tomato,Brownies,Brownies,Tomato
R_2sbBHCSUsaf4TuQ,386,Tomato,Brownies,Tomato,Brownies
R_1Cj8aNlBXSWK7X8,386,Tomato,Brownies,Tomato,Brownies
